时间, 温度
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:17, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:18, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:19, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:20, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:21, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:22, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:23, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:24, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:25, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
2024-12-13 16:41:26, 0.0
